,ACCELERATION,ACCELERATION_PEDAL,ACCELERATION_Y,ACCELERATION_Z,BRAKE_PEDAL,CLUTCH_PEDAL,CURVE_RADIUS,DISTANCE,DISTANCE_TO_NEXT_INTERSECTION,DISTANCE_TO_NEXT_STOP_SIGNAL,DISTANCE_TO_NEXT_TRAFFIC_LIGHT_SIGNAL,DISTANCE_TO_NEXT_VEHICLE,DISTANCE_TO_NEXT_YIELD_SIGNAL,FAST_LANE,FOG,FOG_LIGHTS,FRONT_WIPERS,GEARBOX,HEADING,HEAD_LIGHTS,HORN,INDICATORS,INDICATORS_ON_INTERSECTION,LANE,LANE_LATERAL_SHIFT_CENTER,LANE_LATERAL_SHIFT_LEFT,LANE_LATERAL_SHIFT_RIGHT,LANE_WIDTH,RAIN,REAR_WIPERS,ROAD_ANGLE,SNOW,SPEED,SPEED_LIMIT,SPEED_NEXT_VEHICLE,SPEED_Y,SPEED_Z,STEERING_WHEEL
0,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
1,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
2,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
3,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
4,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
5,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
6,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
7,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
8,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
9,-0.08079161,0.0,0.0001774845,-0.4785655,400.0,1.0,99000.0,0.00286596711837156,714.3775,99000.0,99000.0,99000.0,99000,1,0,0,0,1,1.61509632666729,2,0,0,0,1,-1.035365e-06,-0.868751,0.868749,3.4445,0,0,92.53828,0,0.004307659,50.0,0.0,3.4566540000000005e-05,-0.06377354,0.02953005
