,ACCELERATION,ACCELERATION_PEDAL,ACCELERATION_Y,ACCELERATION_Z,BRAKE_PEDAL,CLUTCH_PEDAL,CURVE_RADIUS,DISTANCE,DISTANCE_TO_NEXT_INTERSECTION,DISTANCE_TO_NEXT_STOP_SIGNAL,DISTANCE_TO_NEXT_TRAFFIC_LIGHT_SIGNAL,DISTANCE_TO_NEXT_VEHICLE,DISTANCE_TO_NEXT_YIELD_SIGNAL,FAST_LANE,FOG,FOG_LIGHTS,FRONT_WIPERS,GEARBOX,HEADING,HEAD_LIGHTS,HORN,INDICATORS,INDICATORS_ON_INTERSECTION,LANE,LANE_LATERAL_SHIFT_CENTER,LANE_LATERAL_SHIFT_LEFT,LANE_LATERAL_SHIFT_RIGHT,LANE_WIDTH,RAIN,REAR_WIPERS,ROAD_ANGLE,SNOW,SPEED,SPEED_LIMIT,SPEED_NEXT_VEHICLE,SPEED_Y,SPEED_Z,STEERING_WHEEL
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0137418310148764,1991.13,99000.0,99000.0,133.2104,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,68.00636,-3.011301e-06,-0.06416832,0.05215698
2,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0137418310148764,1991.13,99000.0,99000.0,133.2104,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,68.00636,-3.011301e-06,-0.06416832,0.05215698
3,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0137418310148764,1991.13,99000.0,99000.0,133.2104,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,68.00636,-3.011301e-06,-0.06416832,0.05215698
4,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0137418310148764,1991.13,99000.0,99000.0,133.2104,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,68.00636,-3.011301e-06,-0.06416832,0.05215698
5,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0137418310148764,1991.13,99000.0,99000.0,134.1533,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,67.88208,-3.011301e-06,-0.06416832,0.05215698
6,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0169064530111484,1991.13,99000.0,99000.0,134.1533,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,67.88208,-3.011301e-06,-0.06416832,0.05215698
7,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,4280.5909999999985,0.0169064530111484,1991.13,99000.0,99000.0,134.1533,99000,3,10000,1,1,1,1.57079492581501,2,0,0,0,3,-0.05180321,-1.098303,0.9946968,3.8,0,1,118.6391,0,0.004592218,130.0,67.88208,-3.011301e-06,-0.06416832,0.05215698
8,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,99000.0,0.0169064530111484,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.57079492581501,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004592218,70.0,0.0,-3.011301e-06,-0.06416832,0.05215698
9,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,99000.0,0.018381902171137,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.57079492581501,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004592218,70.0,0.0,-3.011301e-06,-0.06416832,0.05215698
10,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,99000.0,0.018381902171137,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.57079492581501,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004592218,70.0,0.0,-3.011301e-06,-0.06416832,0.05215698
11,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,99000.0,0.018381902171137,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.57079492581501,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004592218,70.0,0.0,-3.011301e-06,-0.06416832,0.05215698
12,0.006313045,0.0,-0.0005893681,0.385001,0.0,1.0,99000.0,0.0186763557891892,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.57079492581501,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004592218,70.0,0.0,-3.011301e-06,-0.06416832,0.05215698
13,-0.00922174,0.0,0.0001366022,0.1355864,0.0,1.0,99000.0,0.0188413009033299,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.5707919354769495,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004476547,70.0,0.0,-1.437671e-05,0.001848792,0.05254048
14,-0.00922174,0.0,0.0001366022,0.1355864,0.0,1.0,99000.0,0.018882467140349,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.5707919354769495,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004476547,70.0,0.0,-1.437671e-05,0.001848792,0.05254048
15,-0.00922174,0.0,0.0001366022,0.1355864,0.0,1.0,99000.0,0.018979121175736,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.5707919354769495,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004476547,70.0,0.0,-1.437671e-05,0.001848792,0.05254048
16,-0.01130452,0.0,0.0001000929,0.01029365,0.0,1.0,99000.0,0.0190129501637773,254.4431,99000.0,250.1441,99000.0,99000,6,10000,1,1,1,1.5707910016702198,2,0,0,0,5,0.02873426,-0.8678103000000001,0.9252788,3.500089,0,1,90.07784,0,0.004121428,70.0,0.0,-1.073564e-05,0.003959678,0.05234873
